Timegenerated,Source,Destination,Protocol,Port,Team,Action,DeviceVendor,EventID
11/20/2024 03:02:53,202.105.218.215,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-03-2024 10:18,202.229.105.194,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/29/2024 11:53:43,202.194.35.96,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-09-2024 14:23,202.199.188.71,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/23/2024 15:12:05,202.130.123.55,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-10-2024 18:58,202.32.196.119,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-07-2024 20:55,202.29.217.216,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/21/2024 03:36:42,202.161.32.56,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/16/2024 16:06:58,202.243.143.29,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/16/2024 02:02:58,202.229.162.154,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-05-2024 11:33,202.55.17.158,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/25/2024 15:52:52,202.21.141.130,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-12-2024 15:25,202.177.156.44,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/15/2024 17:15:44,202.125.212.140,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/24/2024 13:14:14,202.74.152.30,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-09-2024 22:12,202.170.36.121,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/29/2024 04:10:01,202.228.128.177,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-01-2024 13:07,202.81.126.223,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-04-2024 02:58,202.252.155.2,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/14/2025 21:54:52,202.69.201.68,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/28/2024 18:54:27,202.206.120.188,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/14/2024 06:36:26,202.207.131.53,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-01-2024 00:39,202.30.59.248,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-05-2025 03:29,202.58.220.246,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/27/2024 09:17:16,202.172.54.183,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/14/2025 03:54:17,202.42.254.28,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-03-2024 22:33,202.33.113.64,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/28/2024 13:42:26,202.253.215.189,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/25/2024 00:37:53,202.105.198.39,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-11-2024 15:12,202.178.64.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/14/2024 00:33:29,202.145.231.103,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/24/2024 03:38:20,202.238.98.141,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-09-2025 09:54,202.221.243.130,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/16/2024 04:57:42,202.214.104.14,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/14/2024 19:46:21,202.31.182.72,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/17/2024 07:20:36,202.27.67.197,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/13/2024 03:48:56,202.141.146.130,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-05-2024 02:20,202.89.200.189,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/13/2024 15:06:32,202.31.197.107,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/21/2024 07:05:13,202.126.5.158,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/16/2024 19:25:51,202.35.170.197,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/24/2024 05:12:15,202.107.120.143,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/13/2024 21:19:51,202.78.251.21,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/14/2024 21:40:04,202.16.82.200,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-08-2024 16:01,202.14.55.80,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-01-2024 06:31,202.59.17.82,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/15/2024 15:16:01,202.17.143.51,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/31/2024 21:19:30,202.110.194.64,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-07-2024 12:16,202.248.179.27,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-05-2024 04:01,202.240.177.66,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/29/2024 16:28:33,202.46.182.61,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-06-2024 06:56,202.91.112.161,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-08-2024 08:59,202.205.5.218,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/13/2024 03:48:16,202.44.201.232,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/28/2024 21:08:39,202.90.119.151,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-02-2024 17:08,202.135.186.79,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/23/2024 18:00:52,202.206.86.235,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/29/2025 02:42:19,202.32.152.12,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/23/2024 14:46:59,202.122.166.190,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-04-2024 21:42,202.245.216.70,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-12-2024 02:31,202.101.56.19,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-08-2025 07:56,202.145.1.5,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-12-2025 06:58,202.103.163.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/16/2024 11:26:56,202.135.88.153,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-07-2024 20:17,202.149.36.46,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/18/2024 19:15:17,202.227.207.161,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-01-2024 09:06,202.237.212.33,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/30/2024 17:06:46,202.43.146.128,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/27/2024 07:40:42,202.128.51.218,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/23/2024 04:33:54,202.112.87.42,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/19/2024 09:49:28,202.29.191.199,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/24/2024 12:05:21,202.99.151.82,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-07-2024 14:06,202.162.37.203,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-06-2024 13:31,202.172.30.105,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/16/2024 16:51:43,202.78.201.170,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/17/2024 13:23:29,202.55.248.187,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-07-2025 02:11,202.97.196.118,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-01-2024 15:22,202.251.140.211,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/20/2024 21:19:08,202.29.28.195,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-07-2024 17:55,202.104.127.63,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/25/2024 04:23:16,202.174.43.210,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/22/2024 17:21:44,202.216.21.44,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-09-2024 00:42,202.166.31.226,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-10-2024 20:47,202.104.117.87,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/24/2025 23:53:45,202.72.202.182,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-04-2024 10:51,202.188.8.55,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/15/2024 20:44:23,202.167.182.20,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-05-2025 13:13,202.198.6.147,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-04-2024 06:32,202.154.128.165,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-10-2024 07:02,202.209.208.157,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-11-2024 19:24,202.176.192.48,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-07-2024 07:32,202.127.6.182,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/23/2024 06:43:32,202.17.148.180,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-08-2024 05:09,202.19.216.12,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/26/2024 02:38:43,202.147.197.52,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/29/2024 22:17:38,202.133.180.202,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/27/2024 22:49:17,202.115.255.238,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/13/2024 22:50:12,202.208.144.245,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-11-2024 01:42,202.244.175.103,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/27/2024 19:35:31,202.6.91.129,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/24/2024 12:11:23,202.124.86.144,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/24/2024 19:00:59,202.104.72.131,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-01-2024 03:35,202.174.211.100,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-04-2024 01:42,202.9.107.31,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-01-2024 15:16,202.45.142.101,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-06-2024 07:29,202.188.243.117,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-05-2024 13:55,202.176.45.90,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-09-2024 02:53,202.146.232.160,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/16/2024 03:12:39,202.15.118.233,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-08-2024 01:32,202.101.32.245,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-04-2024 17:35,202.218.9.172,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-02-2024 15:17,202.249.148.37,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-02-2024 01:43,202.35.171.225,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-08-2024 02:23,202.105.65.44,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-10-2024 22:43,202.245.13.35,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/14/2024 13:23:06,202.191.229.175,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-04-2024 15:09,202.44.115.72,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/17/2024 12:19:48,202.196.216.92,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/30/2024 03:57:09,202.124.85.232,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-07-2024 23:24,202.153.91.33,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/15/2024 18:24:14,202.54.214.157,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/31/2024 11:18:14,202.171.109.163,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/27/2024 09:52:06,202.230.89.93,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/22/2024 04:14:26,202.238.216.192,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/23/2024 14:22:26,202.139.16.63,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/18/2024 07:11:35,202.3.35.252,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/21/2024 11:07:20,202.81.83.117,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-03-2024 12:12,202.63.250.227,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/16/2025 10:43:55,202.199.177.156,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-04-2024 20:10,202.10.63.80,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-03-2024 16:30,202.175.46.156,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/14/2024 16:03:46,202.154.129.189,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/20/2024 22:36:25,202.115.25.128,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/18/2024 09:01:43,202.136.183.217,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/15/2024 20:12:44,202.44.34.26,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/31/2024 01:55:47,202.74.13.74,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/21/2025 03:38:57,202.49.156.90,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-08-2024 02:17,202.77.228.139,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-11-2024 00:34,202.212.37.39,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/21/2024 17:45:18,202.158.53.15,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/19/2024 20:23:49,202.251.97.131,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/22/2024 21:10:29,202.120.48.184,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-11-2024 05:26,202.236.210.254,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-10-2024 22:54,202.42.134.47,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/26/2024 10:04:56,202.243.222.17,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-03-2024 08:25,202.64.239.136,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/17/2024 11:56:41,202.64.131.174,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/24/2024 03:34:01,202.208.14.162,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-07-2024 16:56,202.93.52.212,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/29/2024 19:55:15,202.245.178.157,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-07-2024 07:02,202.119.153.152,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-12-2024 18:24,202.3.125.61,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/16/2024 11:00:57,202.190.28.216,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/14/2024 20:23:19,202.28.138.77,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/26/2025 14:42:21,202.207.50.158,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/29/2024 18:08:25,202.103.196.219,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/26/2024 16:32:50,202.107.78.96,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-06-2024 14:26,202.187.141.19,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/18/2024 11:38:53,202.253.178.210,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/28/2024 16:15:25,202.96.86.202,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-07-2024 00:38,202.57.47.55,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/26/2024 16:46:01,202.195.187.138,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/28/2024 07:52:45,202.251.238.199,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/24/2024 08:29:34,202.53.242.208,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-08-2024 10:57,202.39.213.160,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/16/2024 14:36:39,202.142.168.192,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/22/2024 22:12:01,202.181.30.65,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-01-2024 06:48,202.20.12.21,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/15/2024 12:13:51,202.150.207.54,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-07-2024 23:58,202.247.67.246,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-05-2024 21:35,202.179.152.169,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/21/2024 11:36:10,202.42.179.194,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/29/2024 16:16:39,202.118.168.135,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/30/2024 15:32:10,202.227.100.105,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/31/2024 03:05:24,202.71.102.125,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/14/2024 13:13:42,202.170.62.82,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/25/2025 19:57:01,202.20.189.206,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/16/2024 19:12:54,202.162.153.193,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/13/2024 13:23:27,202.32.18.220,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/22/2024 06:17:46,202.229.234.44,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-07-2024 22:35,202.92.54.142,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/14/2025 06:37:59,202.209.182.78,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-09-2024 04:30,202.226.171.23,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/24/2025 04:51:21,202.165.123.208,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/17/2024 00:27:54,202.51.33.216,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-07-2024 23:54,202.48.78.34,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/15/2024 12:10:44,202.149.135.92,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/13/2024 03:00:33,202.190.232.224,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/14/2024 03:21:55,202.170.21.133,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/23/2024 05:48:31,202.81.89.82,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/31/2025 05:35:11,202.71.53.75,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/15/2024 08:22:44,202.235.6.142,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/18/2025 20:04:25,202.164.248.159,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/18/2024 06:01:02,202.84.21.223,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/13/2024 13:21:39,202.29.90.60,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-10-2024 17:02,202.193.97.88,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/22/2024 07:51:57,202.24.157.54,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/20/2024 16:34:12,202.175.133.20,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/26/2024 12:26:26,202.67.86.212,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/17/2024 13:44:31,202.121.222.149,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/29/2024 07:03:51,202.253.48.135,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-06-2024 23:51,202.10.229.188,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/26/2024 00:24:05,202.36.85.208,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-11-2024 19:04,202.242.66.139,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/13/2024 02:10:59,202.131.68.124,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-05-2024 12:53,202.23.86.42,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/25/2024 01:19:48,202.134.177.5,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/27/2024 12:33:51,202.11.223.81,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-05-2024 10:42,202.245.94.119,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/21/2024 23:07:13,202.148.66.201,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/14/2024 03:19:20,202.160.76.38,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/18/2025 07:35:38,202.143.248.14,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-07-2024 13:47,202.54.87.134,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-08-2024 22:06,202.139.122.20,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-09-2024 11:34,202.132.96.74,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/17/2024 15:55:56,202.91.153.17,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/23/2024 23:37:07,202.77.176.101,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/14/2024 01:32:47,202.208.69.100,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/18/2024 14:20:05,202.73.106.109,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/17/2024 22:06:32,202.245.75.150,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/16/2024 21:30:15,202.57.53.198,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/25/2024 09:49:49,202.13.44.45,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-09-2024 21:46,202.161.3.22,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/27/2024 01:35:35,202.110.189.197,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/23/2024 00:24:26,202.31.35.135,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/14/2024 17:20:14,202.195.31.152,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-10-2024 06:50,202.129.95.226,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/23/2024 18:17:42,202.144.137.136,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/19/2024 21:41:58,202.237.238.167,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-07-2024 06:35,202.96.7.113,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/25/2024 18:50:38,202.12.131.193,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-04-2024 10:36,202.101.154.124,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-12-2024 00:25,202.229.195.162,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/22/2024 09:27:24,202.43.137.225,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/17/2024 18:53:01,202.221.224.221,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/15/2024 22:58:49,202.176.202.224,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-02-2024 07:55,202.107.234.225,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/18/2024 13:57:38,202.46.156.45,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/22/2024 02:39:54,202.139.141.140,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
